hx, hy
0.08, -0.76
0.08, -0.76
0.08, -0.76
0.08, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.03, -0.75
0.03, -0.75
0.03, -0.75
0.03, -0.75
0.03, -0.75
0.01, -0.75
0.01, -0.75
0.01, -0.75
0.01, -0.75
0.01, -0.75
0.01, -0.75
-0.01, -0.75
-0.01, -0.75
-0.01, -0.75
-0.01, -0.75
-0.01, -0.75
-0.01, -0.75
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.73
-0.02, -0.73
-0.02, -0.73
-0.02, -0.73
-0.02, -0.73
-0.03, -0.73
-0.03, -0.73
-0.03, -0.73
-0.03, -0.73
-0.03, -0.73
-0.03, -0.73
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.05, -0.71
-0.05, -0.71
-0.05, -0.71
-0.05, -0.71
-0.05, -0.71
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.08, -0.69
-0.08, -0.69
-0.08, -0.69
-0.08, -0.69
-0.08, -0.69
-0.08, -0.68
-0.08, -0.68
-0.08, -0.68
-0.08, -0.68
-0.08, -0.68
-0.08, -0.68
-0.09, -0.66
-0.09, -0.66
-0.09, -0.66
-0.09, -0.66
-0.09, -0.66
-0.09, -0.65
-0.09, -0.65
-0.09, -0.65
-0.09, -0.65
-0.09, -0.65
-0.09, -0.65
-0.10, -0.64
-0.10, -0.64
-0.10, -0.64
-0.10, -0.64
-0.10, -0.64
-0.10, -0.63
-0.10, -0.63
-0.10, -0.63
-0.10, -0.63
-0.10, -0.63
-0.10, -0.63
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.61
-0.10, -0.61
-0.10, -0.61
-0.10, -0.61
-0.10, -0.61
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.09, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.62
-0.10, -0.61
-0.10, -0.61
-0.10, -0.61
-0.10, -0.61
-0.10, -0.61
-0.10, -0.61
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.57
-0.09, -0.57
-0.09, -0.57
-0.09, -0.57
-0.09, -0.57
-0.08, -0.55
-0.08, -0.55
-0.08, -0.55
-0.08, -0.55
-0.08, -0.55
-0.08, -0.55
-0.07, -0.54
-0.07, -0.54
-0.07, -0.54
-0.07, -0.54
-0.07, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.04, -0.52
-0.04, -0.52
-0.04, -0.52
-0.04, -0.52
-0.04, -0.52
-0.04, -0.52
-0.02, -0.52
-0.02, -0.52
-0.02, -0.52
-0.02, -0.52
-0.02, -0.52
-0.01, -0.51
-0.01, -0.51
-0.01, -0.51
-0.01, -0.51
-0.01, -0.51
-0.01, -0.51
-0.01, -0.50
-0.01, -0.50
-0.01, -0.50
-0.01, -0.50
-0.01, -0.50
0.00, -0.50
0.00, -0.50
0.00, -0.50
0.00, -0.50
0.00, -0.50
0.00, -0.50
0.03, -0.50
0.03, -0.50
0.03, -0.50
0.03, -0.50
0.03, -0.50
0.03, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.05, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.04, -0.50
0.02, -0.50
0.02, -0.50
0.02, -0.50
0.02, -0.50
0.02, -0.50
0.02, -0.50
0.00, -0.50
0.00, -0.50
0.00, -0.50
0.00, -0.50
0.00, -0.50
0.00, -0.50
-0.01, -0.51
-0.01, -0.51
-0.01, -0.51
-0.01, -0.51
-0.01, -0.51
-0.04, -0.52
-0.04, -0.52
-0.04, -0.52
-0.04, -0.52
-0.04, -0.52
-0.04, -0.52
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.06, -0.54
-0.08, -0.56
-0.08, -0.56
-0.08, -0.56
-0.08, -0.56
-0.08, -0.56
-0.08, -0.56
-0.08, -0.58
-0.08, -0.58
-0.08, -0.58
-0.08, -0.58
-0.08, -0.58
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.09, -0.59
-0.08, -0.59
-0.08, -0.59
-0.08, -0.59
-0.08, -0.59
-0.08, -0.59
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.60
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.09, -0.61
-0.10, -0.63
-0.10, -0.63
-0.10, -0.63
-0.10, -0.63
-0.10, -0.63
-0.10, -0.63
-0.10, -0.64
-0.10, -0.64
-0.10, -0.64
-0.10, -0.64
-0.10, -0.64
-0.09, -0.66
-0.09, -0.66
-0.09, -0.66
-0.09, -0.66
-0.09, -0.66
-0.09, -0.66
-0.09, -0.67
-0.09, -0.67
-0.09, -0.67
-0.09, -0.67
-0.09, -0.67
-0.08, -0.69
-0.08, -0.69
-0.08, -0.69
-0.08, -0.69
-0.08, -0.69
-0.08, -0.69
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.06, -0.71
-0.06, -0.71
-0.06, -0.71
-0.06, -0.71
-0.06, -0.71
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.06, -0.72
-0.06, -0.72
-0.06, -0.72
-0.06, -0.72
-0.06, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.72
-0.05, -0.71
-0.05, -0.71
-0.05, -0.71
-0.05, -0.71
-0.05, -0.71
-0.04, -0.70
-0.04, -0.70
-0.04, -0.70
-0.04, -0.70
-0.04, -0.70
-0.04, -0.70
-0.05, -0.69
-0.05, -0.69
-0.05, -0.69
-0.05, -0.69
-0.05, -0.69
-0.06, -0.69
-0.06, -0.69
-0.06, -0.69
-0.06, -0.69
-0.06, -0.69
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.07, -0.70
-0.08, -0.71
-0.08, -0.71
-0.08, -0.71
-0.08, -0.71
-0.08, -0.71
-0.08, -0.72
-0.08, -0.72
-0.08, -0.72
-0.08, -0.72
-0.08, -0.72
-0.08, -0.72
-0.06, -0.71
-0.06, -0.71
-0.06, -0.71
-0.06, -0.71
-0.06, -0.71
-0.04, -0.71
-0.04, -0.71
-0.04, -0.71
-0.04, -0.71
-0.04, -0.71
-0.04, -0.71
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.04, -0.72
-0.05, -0.73
-0.05, -0.73
-0.05, -0.73
-0.05, -0.73
-0.05, -0.73
-0.05, -0.74
-0.05, -0.74
-0.05, -0.74
-0.05, -0.74
-0.05, -0.74
-0.03, -0.74
-0.03, -0.74
-0.03, -0.74
-0.03, -0.74
-0.03, -0.74
-0.03, -0.74
-0.01, -0.73
-0.01, -0.73
-0.01, -0.73
-0.01, -0.73
-0.01, -0.73
-0.01, -0.74
-0.01, -0.74
-0.01, -0.74
-0.01, -0.74
-0.01, -0.74
-0.01, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.02, -0.74
-0.01, -0.75
-0.01, -0.75
-0.01, -0.75
-0.01, -0.75
-0.01, -0.75
-0.01, -0.75
0.00, -0.75
0.00, -0.75
0.00, -0.75
0.00, -0.75
0.00, -0.75
0.02, -0.75
0.02, -0.75
0.02, -0.75
0.02, -0.75
0.02, -0.75
0.02, -0.75
0.03, -0.75
0.03, -0.75
0.03, -0.75
0.03, -0.75
0.03, -0.75
0.03, -0.75
0.02, -0.76
0.02, -0.76
0.02, -0.76
0.02, -0.76
0.02, -0.76
0.02, -0.76
0.01, -0.76
0.01, -0.76
0.01, -0.76
0.01, -0.76
0.01, -0.76
0.01, -0.76
0.02, -0.76
0.02, -0.76
0.02, -0.76
0.02, -0.76
0.02, -0.76
0.02, -0.76
0.04, -0.75
0.04, -0.75
0.04, -0.75
0.04, -0.75
0.04, -0.75
0.04, -0.75
0.05, -0.75
0.05, -0.75
0.05, -0.75
0.05, -0.75
0.05, -0.75
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.03, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.05, -0.76
0.07, -0.75
0.07, -0.75
0.07, -0.75
0.07, -0.75
0.07, -0.75
0.07, -0.75
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.04, -0.76
0.04, -0.76
0.04, -0.76
0.04, -0.76
0.04, -0.76
0.04, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.06, -0.76
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.10, -0.75
0.10, -0.75
0.10, -0.75
0.10, -0.75
0.10, -0.75
0.10, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.76
0.07, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.09, -0.75
0.11, -0.75
0.11, -0.75
0.11, -0.75
0.11, -0.75
0.11, -0.75
0.11, -0.75
0.12, -0.75
0.12, -0.75
0.12, -0.75
0.12, -0.75
0.12, -0.75
0.12, -0.75
0.11, -0.74
0.11, -0.74
0.11, -0.74
0.11, -0.74
0.11, -0.74
0.11, -0.74
0.10, -0.75
0.10, -0.75
0.10, -0.75
0.10, -0.75
0.10, -0.75
0.10, -0.75
0.09, -0.76
0.09, -0.76
0.09, -0.76
0.09, -0.76
0.09, -0.76
0.09, -0.76
0.11, -0.75
0.11, -0.75
0.11, -0.75
0.11, -0.75
0.11, -0.75
0.11, -0.75
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.11, -0.74
0.11, -0.74
0.11, -0.74
0.11, -0.74
0.11, -0.74
0.11, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.73
0.14, -0.73
0.14, -0.73
0.14, -0.73
0.14, -0.73
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.14, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.73
0.13, -0.73
0.13, -0.73
0.13, -0.73
0.13, -0.73
0.13, -0.73
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.13, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.12, -0.74
0.13, -0.73
0.13, -0.73
0.13, -0.73
0.13, -0.73
0.13, -0.73
0.14, -0.73
0.14, -0.73
0.14, -0.73
0.14, -0.73
0.14, -0.73
0.14, -0.73
0.16, -0.73
0.16, -0.73
0.16, -0.73
0.16, -0.73
0.16, -0.73
0.16, -0.73
0.15, -0.72
0.15, -0.72
0.15, -0.72
0.15, -0.72
0.15, -0.72
0.15, -0.72
0.14, -0.72
0.14, -0.72
0.14, -0.72
0.14, -0.72
0.14, -0.72
0.14, -0.72
0.13, -0.72
0.13, -0.72
0.13, -0.72
0.13, -0.72
0.13, -0.72
0.13, -0.72
0.14, -0.72
0.14, -0.72
0.14, -0.72
0.14, -0.72
0.14, -0.72
0.14, -0.72
0.16, -0.72
0.16, -0.72
0.16, -0.72
0.16, -0.72
0.16, -0.72
0.17, -0.72
0.17, -0.72
0.17, -0.72
0.17, -0.72
0.17, -0.72
0.17, -0.72
0.15, -0.71
0.15, -0.71
0.15, -0.71
0.15, -0.71
0.15, -0.71
0.15, -0.71
0.14, -0.71
0.14, -0.71
0.14, -0.71
0.14, -0.71
0.14, -0.71
0.14, -0.71
0.15, -0.71
0.15, -0.71
0.15, -0.71
0.15, -0.71
0.15, -0.71
0.15, -0.71
0.17, -0.71
0.17, -0.71
0.17, -0.71
0.17, -0.71
0.17, -0.71
0.17, -0.71
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.18, -0.70
0.16, -0.69
0.16, -0.69
0.16, -0.69
0.16, -0.69
0.16, -0.69
0.16, -0.69
0.16, -0.69
0.16, -0.69
0.16, -0.69
0.16, -0.69
0.16, -0.69
0.18, -0.69
0.18, -0.69
0.18, -0.69
0.18, -0.69
0.18, -0.69
0.18, -0.69
0.20, -0.69
0.20, -0.69
0.20, -0.69
0.20, -0.69
0.20, -0.69
0.20, -0.69
0.19, -0.69
0.19, -0.69
0.19, -0.69
0.19, -0.69
0.19, -0.69
0.19, -0.69
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.16, -0.68
0.16, -0.68
0.16, -0.68
0.16, -0.68
0.16, -0.68
0.16, -0.68
0.17, -0.68
0.17, -0.68
0.17, -0.68
0.17, -0.68
0.17, -0.68
0.19, -0.68
0.19, -0.68
0.19, -0.68
0.19, -0.68
0.19, -0.68
0.19, -0.68
0.20, -0.68
0.20, -0.68
0.20, -0.68
0.20, -0.68
0.20, -0.68
0.20, -0.68
0.19, -0.68
0.19, -0.68
0.19, -0.68
0.19, -0.68
0.19, -0.68
0.19, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.17, -0.68
0.17, -0.68
0.17, -0.68
0.17, -0.68
0.17, -0.68
0.17, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.18, -0.68
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.19, -0.67
0.19, -0.67
0.19, -0.67
0.19, -0.67
0.19, -0.67
0.19, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.18, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.67
0.20, -0.66
0.20, -0.66
0.20, -0.66
0.20, -0.66
0.20, -0.66
0.20, -0.66
0.19, -0.66
0.19, -0.66
0.19, -0.66
0.19, -0.66
0.19, -0.66
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.19, -0.65
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.21, -0.64
0.20, -0.64
0.20, -0.64
0.20, -0.64
0.20, -0.64
0.20, -0.64
0.20, -0.64
0.19, -0.64
0.19, -0.64
0.19, -0.64
0.19, -0.64
0.19, -0.64
0.19, -0.64
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.20, -0.64
0.20, -0.64
0.20, -0.64
0.20, -0.64
0.20, -0.64
0.21, -0.63
0.21, -0.63
0.21, -0.63
0.21, -0.63
0.21, -0.63
0.21, -0.63
0.20, -0.63
0.20, -0.63
0.20, -0.63
0.20, -0.63
0.20, -0.63
0.20, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.19, -0.63
0.20, -0.63
0.20, -0.63
0.20, -0.63
0.20, -0.63
0.20, -0.63
0.20, -0.63
0.21, -0.62
0.21, -0.62
0.21, -0.62
0.21, -0.62
0.21, -0.62
0.21, -0.62
0.21, -0.62
0.21, -0.62
0.21, -0.62
0.21, -0.62
0.21, -0.62
0.20, -0.62
0.20, -0.62
0.20, -0.62
0.20, -0.62
0.20, -0.62
0.20, -0.62
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.21, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.19, -0.61
0.18, -0.60
0.18, -0.60
0.18, -0.60
0.18, -0.60
0.18, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.21, -0.60
0.21, -0.60
0.21, -0.60
0.21, -0.60
0.21, -0.60
0.21, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.20, -0.60
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.59
0.19, -0.58
0.19, -0.58
0.19, -0.58
0.19, -0.58
0.19, -0.58
0.20, -0.58
0.20, -0.58
0.20, -0.58
0.20, -0.58
0.20, -0.58
0.20, -0.58
0.19, -0.58
0.19, -0.58
0.19, -0.58
0.19, -0.58
0.19, -0.58
0.19, -0.58
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.57
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.18, -0.56
0.17, -0.55
0.17, -0.55
0.17, -0.55
0.17, -0.55
0.17, -0.55
0.17, -0.56
0.16, -0.56
0.16, -0.56
0.16, -0.56
0.16, -0.56
